;previous_5_turn;question;next_5_turn
561;"
du ministère

du ministère

du ministère

hm hm
hm hm et l'argent vient

d'où ?


non
la construction d'un établissement scolaire quel qu'il soit celui-là comme un autre
est une décision qui est prise par un organisme qu'on appelle le service de la carte scolaire nationale
au ministère de l'Education nationale

y a une proposition de l'inspecteur d'académie du département qui signale qu'un besoin existe

et qui ensuite euh fait aboutir cette proposition devant la commission académique de la carte scolaire du rectorat

puis le rectorat transmet au ministère avec avis favorable
et le ministère euh approuve ou n'approuve pas
s'il approuve et si on a l'argent deux conditions indispensables on se lance dans la construction
";hm hm totalement ou est-ce que la ville ?;"
oh la ville a

participé
contribue

mais pour une toute petite partie
hm hm

hm hm

même pour l'achat du terrain ?

peut-être pour le terrain
"
562;"
mais pour une toute petite partie
hm hm

participé
contribue

oh la ville a

hm hm totalement ou est-ce que la ville ?

du ministère
";même pour l'achat du terrain ?;"
peut-être pour le terrain

hm hm


vous savez je ne suis pas très au courant de

ces tractations 
non non
initiales
non non

hm hm

"
563;"
que vous a-

est-ce que je peux

oui naturellement oui
et vous en tant que directeur euh jus-

jusqu'où est-ce 

je ne m'étais pas informé sur la question
naturellement oui

que je me suis occupé des plus urgents
et comme euh ces questions d'origine ne créaient aucune source d'urgence et de conflit avec qui que ce soit
euh pour l'instant

oui
";vous demander de fermer la porte s'il vous plaît ?;"


pardon

jusqu'où ?

hm jusqu'où s'étend votre liberté et votre initiative ?

dans quel domaine ?

pour ce qui est de la construction ?

pour ce qui euh

"
564;"


pardon

vous demander de fermer la porte s'il vous plaît ?


que vous a-

est-ce que je peux

oui naturellement oui
et vous en tant que directeur euh jus-

jusqu'où est-ce 

je ne m'étais pas informé sur la question
naturellement oui
";jusqu'où ?;"
hm jusqu'où s'étend votre liberté et votre initiative ?

dans quel domaine ?

pour ce qui est de la construction ?

pour ce qui euh


pas pour ce qui est de la
j'y suis arrivé après

oui c'est ça
oui
"
565;"
jusqu'où ?



pardon

vous demander de fermer la porte s'il vous plaît ?


que vous a-

est-ce que je peux

oui naturellement oui
et vous en tant que directeur euh jus-

jusqu'où est-ce 
";hm jusqu'où s'étend votre liberté et votre initiative ?;"
dans quel domaine ?

pour ce qui est de la construction ?

pour ce qui euh


pas pour ce qui est de la
j'y suis arrivé après

oui c'est ça
oui

alors aucune liberté
mais pour ce qui est du


"
566;"
hm jusqu'où s'étend votre liberté et votre initiative ?

jusqu'où ?



pardon

vous demander de fermer la porte s'il vous plaît ?


que vous a-

est-ce que je peux
";dans quel domaine ?;"
pour ce qui euh


pas pour ce qui est de la
j'y suis arrivé après

oui c'est ça
oui

alors aucune liberté
mais pour ce qui est du



pour ce qui est

euh des horaires des programmes des classes qu'on va mettre

qu'on va

faire venir ici

"
567;"
hm jusqu'où s'étend votre liberté et votre initiative ?

jusqu'où ?



pardon

vous demander de fermer la porte s'il vous plaît ?


que vous a-

est-ce que je peux
";pour ce qui est de la construction ?;"
pour ce qui euh


pas pour ce qui est de la
j'y suis arrivé après

oui c'est ça
oui

alors aucune liberté
mais pour ce qui est du



pour ce qui est

euh des horaires des programmes des classes qu'on va mettre

qu'on va

faire venir ici

"
568;"
hm hm


c'est quelque chose que je trouve parfait personnellement
parce que j'ai l'esprit plutôt jacobin

c'est-à-dire que j'estime que tout doit être

euh que par souci d'égalité si vous voulez tous les enfants doivent se trouver partout exactement dans les mêmes conditions

hm hm

s'il ne vous le dit pas il a tort car il est obligé de le faire tout comme moi

tout au plus y a-t-il en France quelques établissements appelés pilotes ou expérimentaux
qui ont une certaine euh souplesse une certaine latitude euh pour procéder à des expériences
mais autrement
euh d'un bout à l'autre de la France euh les enfants ont exactement le même horaire et le même programme


hm hm
";euh je n'ai pas l'habitude de lui demander où avez-vous eu votre licence ?;"
hm hm

euh à partir du moment où on aurait beaucoup plus de liberté dans les facultés

à ce moment-là je lui demanderais où avez-vous eu votre licence de lettres ?

et pour telle faculté je conclurais je ne lui dirais peut-être pas par gentillesse
mais je conclurais ah bah alors c'est une bonne licence ça a de la valeur ou bien oh ça n'a aucune valeur
c'est un professeur qui ne connaît pas son affaire


hm hm


bien
voilà 

pourquoi en France on est quand même euh très attaché
au centralisme
"
569;"
hm hm

c'est là encore une réserve que je ferais vis-à-vis de l'actuelle réforme de l'enseignement supérieur

je suis très inquiet
à l'idée que les facultés aient la possibilité de délivrer elles-mêmes des diplômes qui d'une faculté à l'autre n'auront pas la même valeur

c'est un sentiment euh auquel vous n'êtes peut-être pas très accessible étant donné que justement vous vivez cet état de fait en Angleterre
et que sans doute ça ne vous choque pas

mais personnellement je pense que quelqu'un qui a une licence de lettres

ou que ce soit en France doit pouvoir être accueilli
san- c'est d'ailleurs son intérêt sans que la qualité de sa licence soit mise en cause
quand je vois arriver un professeur qui a une licence de lettres et le CAPES
euh je n'ai pas l'habitude de lui demander où avez-vous eu votre licence ?
pour moi il a une licence de lettres c'est-à-dire que ça sanctionne un niveau qui est universellement reconnu en France

hm hm


c'est quelque chose que je trouve parfait personnellement
parce que j'ai l'esprit plutôt jacobin

c'est-à-dire que j'estime que tout doit être

euh que par souci d'égalité si vous voulez tous les enfants doivent se trouver partout exactement dans les mêmes conditions

hm hm
";à ce moment-là je lui demanderais où avez-vous eu votre licence de lettres ?;"
hm hm


bien
voilà 

pourquoi en France on est quand même euh très attaché
au centralisme

des horaires et des programmes
hm hm

hm hm
oui
et
"
570;"
de même que dans une autre option j'estime euh
il s'agit de l'option de secrétaire médico-sociale j'estime qu'on a beaucoup trop d'élèves dans l'établissement
alors au lieu de prendre trois classes comme y avait y a deux ans ou deux classes comme y avait l'an dernier je n'en prendrai qu'une

là y a une certaine liberté

oui

oui
du point de ce point de vue-là

une certaine liberté

alors donc


";et pour les nombre des élèves dans chaque classe ?;"
est-ce que c'est vous qui décidez cela ou ?
ah là il y a 

non non non il y a un plafond national

hm hm

c'est-à-dire qu'on n'a pas le droit d'avoir plus de quarante élèves

dans une classe de second cycle
et pas le droit d'avoir plus de trente-cinq élèves dans une classe de premier cycle

si je mets quarante et un élèves le professeur est en droit de refuser le quarante et unième élève

hm hm
"
571;"
et pour les nombre des élèves dans chaque classe ?

de même que dans une autre option j'estime euh
il s'agit de l'option de secrétaire médico-sociale j'estime qu'on a beaucoup trop d'élèves dans l'établissement
alors au lieu de prendre trois classes comme y avait y a deux ans ou deux classes comme y avait l'an dernier je n'en prendrai qu'une

là y a une certaine liberté

oui

oui
du point de ce point de vue-là

une certaine liberté
";est-ce que c'est vous qui décidez cela ou ?;"
non non non il y a un plafond national

hm hm

c'est-à-dire qu'on n'a pas le droit d'avoir plus de quarante élèves

dans une classe de second cycle
et pas le droit d'avoir plus de trente-cinq élèves dans une classe de premier cycle

si je mets quarante et un élèves le professeur est en droit de refuser le quarante et unième élève

hm hm

mais
les professeurs sont en droit de le refuser
"
572;"
ah non

le droit de baisser vous-même ce plafond de dire

moi je n'aurai plus de euh trente


mais est-ce que vous au-
peu à peu
est-ce que vous auriez



parce que j'estime que c'est vraiment
le maximum possible
et ce n'est pas un chiffre heureux et il faudra abaisser ce maximum de service
il l'a été déjà y a deux ans


ah oui
";non ?;"
hm hm

y a aucune raison que le prix de revient de l'instruction d'un élève
soit plus coûteux dans mon soit moins coûteux dans ou plus coûteux dans mon établissement 

qu'ailleurs 
hm hm

c'est pas à moi de fixer ça

hm hm
"
573;"
ah non

le droit de baisser vous-même ce plafond de dire

moi je n'aurai plus de euh trente


mais est-ce que vous au-
peu à peu
est-ce que vous auriez



parce que j'estime que c'est vraiment
le maximum possible
et ce n'est pas un chiffre heureux et il faudra abaisser ce maximum de service
il l'a été déjà y a deux ans


ah oui
";pourquoi ?;"
hm hm

y a aucune raison que le prix de revient de l'instruction d'un élève
soit plus coûteux dans mon soit moins coûteux dans ou plus coûteux dans mon établissement 

qu'ailleurs 
hm hm

c'est pas à moi de fixer ça

hm hm
"
574;"
oui
et on vous donnerait automatiquement le nombre de professeurs qu'il vous faut

on v-
pris en considération

oui

et

j'ai simplement tâché de faire en sorte que on ait le plus euh de qu'on ait plus de classe et que donc l'intérêt pédagogique des enfants
soit


hm hm
";pour ces doubles classes ?;"
non non non

certainement pas

il faudrait que je tâche de persuader mes professeurs d'accepter de faire des heures supplémentaires

ce que quelques-uns feront par gentillesse

quelques autres

par euh goût de l'argent

et que d'autres refuseront

euh pour des raisons de santé ou pour obéir à leurs consignes syndicales


hm hm

oui

et pour le recrutement des professeurs euh en général

est-ce que c'est vous personnellement qui

recrutez ?
il y a deux catégories de professeurs

vraiment
oui

très différentes dans leur recrutement

la première est celle des professeurs agrégés ou certifiés

ces gens-là pourvus de la licence d'enseignement puis d'un concours que l'on appelle le Capes
ou bien l'agrégation vous avez vous devez savoir ce dont il s'agit
"
575;"
hm hm

oui

et pour le recrutement des professeurs euh en général

est-ce que c'est vous personnellement qui

non non non

certainement pas

il faudrait que je tâche de persuader mes professeurs d'accepter de faire des heures supplémentaires

ce que quelques-uns feront par gentillesse

quelques autres

par euh goût de l'argent

et que d'autres refuseront

euh pour des raisons de santé ou pour obéir à leurs consignes syndicales


pour ces doubles classes ?
non non

oui
et on vous donnerait automatiquement le nombre de professeurs qu'il vous faut

on v-
pris en considération
";recrutez ?;"
vraiment
oui

très différentes dans leur recrutement

la première est celle des professeurs agrégés ou certifiés

ces gens-là pourvus de la licence d'enseignement puis d'un concours que l'on appelle le Capes
ou bien l'agrégation vous avez vous devez savoir ce dont il s'agit

hm hm

ces gens-là donc sont nommés par le ministère

moi je n'y suis absolument pour rien
je ne les connais pas
qu'ils me plaisent ou non je dois les accueillir

et c'est un problème que je ne me pose même pas d'ailleurs

restent les maîtres auxiliaires
les maîtres auxiliaires sont des débutants

ces gens-là n'ont pas n'ont passé aucun concours

ils sont nommés par le rectorat

officiellement et en principe ce sont des commissions paritaires qui les nomment



"
576;"
l'adversaire si l'on peut dire ce sont les parents d'élèves

car les professeurs ont chan- ont tendance à beaucoup changer de livres

et les parents d'élèves eux souhaitent qu'on ne change pas de livres pour des raisons financières


oui
là euh le

oui

si vous voulez on va interrom-


un conseil d'enseignement où l'on réunit tous les professeurs qui enseignent la même spécialité
et puis on se met d'accord sur les livres





ces gens-là donc sont nommés par le ministère

moi je n'y suis absolument pour rien
je ne les connais pas
qu'ils me plaisent ou non je dois les accueillir

et c'est un problème que je ne me pose même pas d'ailleurs

restent les maîtres auxiliaires
les maîtres auxiliaires sont des débutants

ces gens-là n'ont pas n'ont passé aucun concours

ils sont nommés par le rectorat

officiellement et en principe ce sont des commissions paritaires qui les nomment
";hm hm parce qu'ils achètent ?;"
des oui
des
ils achètent les livres
bah oui

l'Etat prend à sa charge euh le l'achat des livres en sixième et cinquième

pour les élèves de onze ans douze ans 
mais pas pour les classes ultérieures

hm hm

et pour certaines familles c'est un sacrifice vraiment important

hm hm

"
577;"
euh si le prof- si le professeur euh voulait

faire un enseignement audiovisuel

est-ce qu'ils auraient

est-ce qu'il aurait tous les droits de le faire

oui

et en ce qui concerne l'enseignement surtout des langues vivantes qui m'intéresse tout particulièrement

mais je crois quand même que euh il est souhaitable malgré cela
que les professeurs conservent euh leur liberté d'action


hm hm

";par rapport à l'équipement oui ?;"
car chaque professeur a une liberté totale dans sa méthode pédagogique

hm hm

liberté à condition évidemment qu'il reste dans un certain nombre de règles mais qui ne sont pas tellement discutées
par l'ensemble du corps enseignant
il peut donc ou bien enseigner l'anglais de façon traditionnelle 
ou bien l'enseigner de façon mixte ou bien l'enseigner de façon audiovisuelle
ou bien même l'enseigner à l'aide de cabines ce que nous n'avons pas dans l'établissement mais que nous devons avoir
c'est seulement à la suite de retards administratifs que notre laboratoire de langues vivantes n'est pas encore installé
nous devons avoir un laboratoire avec quinze cabines
alors le professeur est libre

euh la seule chose

est t- est que il est nécessaire que les inspecteurs généraux qui passent dans sa classe
euh constatent que les enfants travaillent normalement


hm hm

si vous voulez la méthode importe peu pourvu que le résultat soit là

"
578;"
hm

je retourne en arrière un petit peu mais hm

en ce qui concerne le le choix des langues vivantes est-ce que dans un un établissement le directeur choisit

les langues vivantes qu'il va enseigner

mais là encore j'interviens avec un succès relatif mais quand même un certain succès


hm hm

c'est un domaine où le professeur est libre
il tient beaucoup à sa liberté
et il a raison
mais je répète sa liberté est quand même contrôlée par un certain nombre de choses
les instructions officielles euh précisent la fréquence des devoirs

un professeur doit faire tant de devoirs par mois ou tant de devoirs par trimestre dans chaque matière ou tant par semaine

alors cela je le contrôle

euh je le contrôle avec une certaine souplesse

tant que l'écart n'est pas anormal n'est pas excessif je ne dis rien

si vraiment cet écart traduit de la part du professeur non pas une façon de concevoir son métier mais simplement sa paresse
alors j'interviens

et le professeur en général se met à donner un peu plus de devoirs

ça ne veut pas dire qu'ils les corrigera plus sérieusement


hm hm
";ici ?;"
rema- même réponse que tout à l'heure

c'est la carte scolaire académique qui décide
hm hm

ah oui ?


je ne peux pas faire enseigner n'importe quelle langue

hm hm
"
579;"
c'est la carte scolaire académique qui décide
hm hm

rema- même réponse que tout à l'heure

ici ?
même euh

hm

je retourne en arrière un petit peu mais hm

en ce qui concerne le le choix des langues vivantes est-ce que dans un un établissement le directeur choisit

les langues vivantes qu'il va enseigner

mais là encore j'interviens avec un succès relatif mais quand même un certain succès

";ah oui ?;"
je ne peux pas faire enseigner n'importe quelle langue

hm hm

ici il y a l'anglais l'allemand

l'espagnol l'italien

et j'ai demandé et obtenu le russe pour l'an prochain

hm hm
ah oui c'est très bien

ça fait déjà un échantillon assez 
"
580;"
vaste
hm oui



ça fait déjà un échantillon assez 

hm hm
ah oui c'est très bien

ici il y a l'anglais l'allemand

l'espagnol l'italien

et j'ai demandé et obtenu le russe pour l'an prochain

hm hm
";est-ce que je pourrais vous poser quelques questions maintenant sur votre rôle ?;"
euh vous-même
oui
de proviseur
oui oui

en quoi consiste surtout votre travail ?


mon travail actuellement

actuellement et depuis que je suis arrivé dans l'établissement est surtout un travail administratif

c'est un aspect de travail qui ne me déplaît pas

étant donné que personnellement j'aime bien l'administration bien que je sois de formation purement universitaire
je suis un ancien agrégé de lettres classiques

c'est-à-dire euh une catégorie d'individus considérés comme absolument inutiles à la société maintenant

alors j'ai réussi 
 à trouver une au- une activité
qui est considérée comme plus utile à la société mais très discutée depuis les évènements de mai juin dix-neuf cent soixante-huit
puisque je représente un autre aspect honni maintenant
c'est-à-dire la hiérarchie et l'autorité

voyez décidément je n'ai pas eu de chance dans mes vocations successives 





alors mon travail par la nécessité des choses est surtout un travail administratif
mais cela tient à l'absence totale d'une d'organisation dans l'établissement quand je suis arrivé
c'est un établissement qui démarrait première difficulté

euh mon prédécesseur et une partie de son équipe qui est a quitté l'établissement en même temps qu'elle
euh étaient des gens qui croyaient beaucoup à la pédagogie mais qui n'étaient pas du tout des organisateurs
et puis les restrictions financières budgétaires euh en France euh
pour lesquelles auxquelles vous avez dû entendre de nombreuses allusions dans les journaux ou la radio
euh font que nous n'avons pas de personnel suffisant

alors en fait je fais tous les métiers et un peu celui de chef de secrétariat

par euh nécessité

"
581;"
euh vous-même
oui
de proviseur
oui oui

oui oui

oui
est-ce que je pourrais vous poser quelques questions maintenant sur votre rôle ?


vaste
hm oui



ça fait déjà un échantillon assez 

hm hm
ah oui c'est très bien
";en quoi consiste surtout votre travail ?;"
mon travail actuellement

actuellement et depuis que je suis arrivé dans l'établissement est surtout un travail administratif

c'est un aspect de travail qui ne me déplaît pas

étant donné que personnellement j'aime bien l'administration bien que je sois de formation purement universitaire
je suis un ancien agrégé de lettres classiques

c'est-à-dire euh une catégorie d'individus considérés comme absolument inutiles à la société maintenant

alors j'ai réussi 
 à trouver une au- une activité
qui est considérée comme plus utile à la société mais très discutée depuis les évènements de mai juin dix-neuf cent soixante-huit
puisque je représente un autre aspect honni maintenant
c'est-à-dire la hiérarchie et l'autorité

voyez décidément je n'ai pas eu de chance dans mes vocations successives 





alors mon travail par la nécessité des choses est surtout un travail administratif
mais cela tient à l'absence totale d'une d'organisation dans l'établissement quand je suis arrivé
c'est un établissement qui démarrait première difficulté

euh mon prédécesseur et une partie de son équipe qui est a quitté l'établissement en même temps qu'elle
euh étaient des gens qui croyaient beaucoup à la pédagogie mais qui n'étaient pas du tout des organisateurs
et puis les restrictions financières budgétaires euh en France euh
pour lesquelles auxquelles vous avez dû entendre de nombreuses allusions dans les journaux ou la radio
euh font que nous n'avons pas de personnel suffisant

alors en fait je fais tous les métiers et un peu celui de chef de secrétariat

par euh nécessité


hm hm


euh c'est quelque chose euh qui ne durera pas éternellement parce que peu à peu l'établissement va

atteindre sa vitesse de croisière
son effectif en personnel augmentera
euh on aura rationalisé l'organisation du travail donc euh peu à peu cela ira beaucoup mieux dans ce domaine

à ce moment-là je pourrai passer un peu moins de temps
euh au travail administratif très important dans un pays centralisateur

où je dois rendre compte à l'inspecteur de l'académie qui rend compte au recteur qui rend compte au ministre pour la moindre des choses

mais à certains égards c'est un garde-fou
c'est nécessaire

euh ça évite les excès de la passion et des imprudences

donc indépendamment de ce travail je pourrai me consacrer davantage euh au travail pédagogique

mais avec une certaine réserve parce que je ne suis pas inspecteur général

et il ne s'agit pas d'empiéter sur les prérogatives euh des inspecteurs généraux
mais enfin on peut aider les professeurs et je crois que j'ai un rôle très important à jouer pour aider les professeurs débutants que sont les maîtres auxiliaires

c'est-à-dire ces gens qui n'ont jamais appris à enseigner
qui souvent n'ont pas même pas encore tous les titres nécessaires pour enseigner
et que l'on nomme dans un établissement scolaire faute d'avoir d'autres personnels

il serait souhaitable que j'aille voir ces gens-là une fois

une fois par semaine peut-être ou une fois par mois 
or pratiquement y en a que je n'aurai même pas vu une fois dans l'année
par manque de temps pour aller même simplement passer une heure euh chez eux
"
582;"
ces choses-là se prévoient longtemps à l'avance


hm


en fait actuellement

euh et c'est pour ce que certains professeurs comprennent mal parce qu'ils n'ont pas fait d'administration

euh nous avons on peut dire depuis le premier janvier sacrifié l'année en cours nous en occupons plus nous faisons le minimum
et nous travaillons pour la rentrée prochaine

de même que le ministère travaille depuis le mois de septembre pour la rentrée de septembre dix-neuf cent soixante-dix


oui oui


oui
l'organisation est lente
";et avec les parents vous avez quelques contacts ?;"
avec les parents je n'ai pas tellement de contact
il serait souhaitable que j'en aie beaucoup
mais je n'ai pas le temps

alors quand des parents d'élèves euh demandent à me voir

on leur demande avec une certaine insistance
si leur problème ne pourrait pas être étudié par madame le censeur ou par euh madame la directrice du CET ou par le sous-directeur du CES

s'ils se laissent faire et ils se laissent faire presque toujours
on les envoie à ces personnes

qui s'occupent de leur problème qui est en général un problème scolaire
euh pour lequel je n'ai aucun besoin d'intervenir

l'enfant ne l'enfant ne réussit pas bien en mathématiques

que voulez-vous que j'y fasse ?

deux ré- y a deux raisons
ou bien l'enfant est paresseux

mais n'importe qui peut le dire

euh ou bien il est inintelligent

et comme le responsable ce sont les parents

s'ils viennent me voir



je ne peux pas leur dire trop cruellement




mais enfin je le leur dis quand même
parce que euh quand euh l'occasion s'en présente parce qu'il ne faut jamais

dorer la pilule comme on dit
"
583;"
et avec les parents vous avez quelques contacts ?


ces choses-là se prévoient longtemps à l'avance


hm


en fait actuellement

euh et c'est pour ce que certains professeurs comprennent mal parce qu'ils n'ont pas fait d'administration

euh nous avons on peut dire depuis le premier janvier sacrifié l'année en cours nous en occupons plus nous faisons le minimum
et nous travaillons pour la rentrée prochaine

de même que le ministère travaille depuis le mois de septembre pour la rentrée de septembre dix-neuf cent soixante-dix


oui oui

";que voulez-vous que j'y fasse ?;"
s'ils viennent me voir



je ne peux pas leur dire trop cruellement




mais enfin je le leur dis quand même
parce que euh quand euh l'occasion s'en présente parce qu'il ne faut jamais

dorer la pilule comme on dit

hm hm
"
584;"
dans les lycées quand même c'est moins fréquent


hm


alors quand ils ne savent pas vers qui se tourner ben euh ils manifestent dans la rue


hm

et c'est pourquoi
c'est une des raisons pour lesquelles y a moins d'incidents dans les lycées

si vous administrez bien les gens
euh ils sont moins portés aux solutions extrêmes

que s'ils ne savent pas vers qui se tourner

";vous avez un conseil d'administration ?;"
j'ai un conseil d'administration
ici ?

hm

c'est une institution qui est réglementaire

comme je suis un bon fonctionnaire j'applique le règlement

mais personnellement je n'y crois pas

et on peut dire que quatre-vingt dix-huit pour cent des chefs d'établissement sont hostiles à l'existence du conseil d'administration

euh c'est une institution qui a été créée
par euh

le ministère d'Education nationale qui était parfaitement conscient des désagréments
et des difficultés que cela entraînerait
mais c'est une sorte d'exutoire le conseil d'administration
chacun vient y apporter ses doléances

j'écoute

avec euh beaucoup de calme beaucoup de sérénité

et puis quand la séance est finie
tous ceux qui ont protesté euh sont persuadés qu'ils ont soulevé des montagnes
et pendant deux mois se tiennent tranquilles

ils recommenceront à la prochaine séance du conseil d'administration
ces séances sont longues
elles durent six heures
sept heures

j'ai la résistance physique je tiens mieux le coup qu'eux
c'est à moi que reste toujours le dernier mot




euh en fait ça ne joue pas du tout le réel rôle d'un conseil d'administration

dans un conseil d'administration normal

les administrateurs sont au courant des problèmes

et tâchent d'agir au mieux des intérêts de la société ou du groupe
qu'ils sont censés administrer
là on a affaire à des gens qui n'ont qu'un souci c'est de présenter des revendications catégorielles
et qui en plus pour la plus grande partie sont parfaitement ignorants des vrais problèmes

car les problèmes débattus avec euh toujours énormément de passion
dans les conseils d'administration euh ça représente à peu près le centième des problèmes que j'ai à résoudre
or si vous interrogez des professeurs membres des conseils d'administration
ils sont persuadés
que ils ont abordés eux
quatre-vingt-dix pour cent des problèmes importants de la maison
et qu'ils ont laissé en de côté peut-être dix pour cent au plus

c'est totalement faux
je ne les détrompe surtout pas

parce qu'à ce moment-là il réclamera encore plus de réunions de conseils d'administrations on en a en principe une par trimestre

là
euh pour des raisons
pratiques et un fait exceptionnel qui ne tenait pas à notre établissement
on a eu une réunion supplémentaire cette année
on en aura donc quatre dans l'année au lieu de trois

"
585;"
vous avez un conseil d'administration ?

dans les lycées quand même c'est moins fréquent


hm


alors quand ils ne savent pas vers qui se tourner ben euh ils manifestent dans la rue


hm
";ici ?;"
hm

c'est une institution qui est réglementaire

comme je suis un bon fonctionnaire j'applique le règlement

mais personnellement je n'y crois pas

et on peut dire que quatre-vingt dix-huit pour cent des chefs d'établissement sont hostiles à l'existence du conseil d'administration

euh c'est une institution qui a été créée
par euh

le ministère d'Education nationale qui était parfaitement conscient des désagréments
et des difficultés que cela entraînerait
mais c'est une sorte d'exutoire le conseil d'administration
chacun vient y apporter ses doléances

j'écoute

avec euh beaucoup de calme beaucoup de sérénité

et puis quand la séance est finie
tous ceux qui ont protesté euh sont persuadés qu'ils ont soulevé des montagnes
et pendant deux mois se tiennent tranquilles

ils recommenceront à la prochaine séance du conseil d'administration
ces séances sont longues
elles durent six heures
sept heures

j'ai la résistance physique je tiens mieux le coup qu'eux
c'est à moi que reste toujours le dernier mot




euh en fait ça ne joue pas du tout le réel rôle d'un conseil d'administration

dans un conseil d'administration normal

les administrateurs sont au courant des problèmes

et tâchent d'agir au mieux des intérêts de la société ou du groupe
qu'ils sont censés administrer
là on a affaire à des gens qui n'ont qu'un souci c'est de présenter des revendications catégorielles
et qui en plus pour la plus grande partie sont parfaitement ignorants des vrais problèmes

car les problèmes débattus avec euh toujours énormément de passion
dans les conseils d'administration euh ça représente à peu près le centième des problèmes que j'ai à résoudre
or si vous interrogez des professeurs membres des conseils d'administration
ils sont persuadés
que ils ont abordés eux
quatre-vingt-dix pour cent des problèmes importants de la maison
et qu'ils ont laissé en de côté peut-être dix pour cent au plus

c'est totalement faux
je ne les détrompe surtout pas

parce qu'à ce moment-là il réclamera encore plus de réunions de conseils d'administrations on en a en principe une par trimestre

là
euh pour des raisons
pratiques et un fait exceptionnel qui ne tenait pas à notre établissement
on a eu une réunion supplémentaire cette année
on en aura donc quatre dans l'année au lieu de trois


hm

"
586;"
je n'y crois pas du tout

je n'y crois pas du tout
pour parler de quelque chose il faut quand même euh savoir un peu de quoi on parle

c'est ce qui est oublié dans l'existence de cette institution

car euh


hm


euh en fait ça ne joue pas du tout le réel rôle d'un conseil d'administration

dans un conseil d'administration normal

les administrateurs sont au courant des problèmes

et tâchent d'agir au mieux des intérêts de la société ou du groupe
qu'ils sont censés administrer
là on a affaire à des gens qui n'ont qu'un souci c'est de présenter des revendications catégorielles
et qui en plus pour la plus grande partie sont parfaitement ignorants des vrais problèmes

car les problèmes débattus avec euh toujours énormément de passion
dans les conseils d'administration euh ça représente à peu près le centième des problèmes que j'ai à résoudre
or si vous interrogez des professeurs membres des conseils d'administration
ils sont persuadés
que ils ont abordés eux
quatre-vingt-dix pour cent des problèmes importants de la maison
et qu'ils ont laissé en de côté peut-être dix pour cent au plus

c'est totalement faux
je ne les détrompe surtout pas

parce qu'à ce moment-là il réclamera encore plus de réunions de conseils d'administrations on en a en principe une par trimestre

là
euh pour des raisons
pratiques et un fait exceptionnel qui ne tenait pas à notre établissement
on a eu une réunion supplémentaire cette année
on en aura donc quatre dans l'année au lieu de trois





c'est une institution qui est réglementaire

comme je suis un bon fonctionnaire j'applique le règlement

mais personnellement je n'y crois pas

et on peut dire que quatre-vingt dix-huit pour cent des chefs d'établissement sont hostiles à l'existence du conseil d'administration

euh c'est une institution qui a été créée
par euh

le ministère d'Education nationale qui était parfaitement conscient des désagréments
et des difficultés que cela entraînerait
mais c'est une sorte d'exutoire le conseil d'administration
chacun vient y apporter ses doléances

j'écoute

avec euh beaucoup de calme beaucoup de sérénité

et puis quand la séance est finie
tous ceux qui ont protesté euh sont persuadés qu'ils ont soulevé des montagnes
et pendant deux mois se tiennent tranquilles

ils recommenceront à la prochaine séance du conseil d'administration
ces séances sont longues
elles durent six heures
sept heures

j'ai la résistance physique je tiens mieux le coup qu'eux
c'est à moi que reste toujours le dernier mot
";tout votre travail ?;"
dans mon travail ?

ou dans ses résultats ?

vous parlez de moi ?

ou oui
ou du proviseur ?

de votre oui

du rôle euh
de mon travail ?



des résultats
du travail que oui
"
587;"
euh pourrais-je vous demander

qu'est-ce qui compte le plus pour vous 

dans tout ce que vous faites

tout votre travail ?


je n'y crois pas du tout

je n'y crois pas du tout
pour parler de quelque chose il faut quand même euh savoir un peu de quoi on parle

c'est ce qui est oublié dans l'existence de cette institution

car euh


hm


euh en fait ça ne joue pas du tout le réel rôle d'un conseil d'administration

dans un conseil d'administration normal

les administrateurs sont au courant des problèmes

et tâchent d'agir au mieux des intérêts de la société ou du groupe
qu'ils sont censés administrer
là on a affaire à des gens qui n'ont qu'un souci c'est de présenter des revendications catégorielles
et qui en plus pour la plus grande partie sont parfaitement ignorants des vrais problèmes

car les problèmes débattus avec euh toujours énormément de passion
dans les conseils d'administration euh ça représente à peu près le centième des problèmes que j'ai à résoudre
or si vous interrogez des professeurs membres des conseils d'administration
ils sont persuadés
que ils ont abordés eux
quatre-vingt-dix pour cent des problèmes importants de la maison
et qu'ils ont laissé en de côté peut-être dix pour cent au plus

c'est totalement faux
je ne les détrompe surtout pas

parce qu'à ce moment-là il réclamera encore plus de réunions de conseils d'administrations on en a en principe une par trimestre

là
euh pour des raisons
pratiques et un fait exceptionnel qui ne tenait pas à notre établissement
on a eu une réunion supplémentaire cette année
on en aura donc quatre dans l'année au lieu de trois




";dans mon travail ?;"
ou oui
ou du proviseur ?

de votre oui

du rôle euh
de mon travail ?



des résultats
du travail que oui

des résultats aux examens

"
