;previous_5_turn;question;next_5_turn
238;"
eh ben elle trouve pas de place


hm hm

quand on l'a jamais fait et elle elle veut se mettre là -dedans

eh oui

alors ça c'est pas rien vous savez de de faire le baratin de discuter avec le client
";et la dame com- comme apprentie ou c'est ?;"
la petite est apprentie

mais la mère
ah la petite

la petite est apprentie au magasin
ah la mère d'accord

et vous voyez-vous elle a élevé ses quatre enfants
la dernière a

douze ans ou
ah oui oui
"
239;"
eh bien elle peut pas trouver du tout du tout de travail


elle a trente-huit ans
hm hm

quatorze ans
maintenant elle voudrait travailler

douze ans ou
ah oui oui

et vous voyez-vous elle a élevé ses quatre enfants
la dernière a
";mème mème si elle commençait au bas de l'échelle apprentissage et tout ?;"

ben premièrement c'est pareil monsieur

on prend pas une apprentie
ah bon ?

à  ta moi je serais patronne je prendrais pas une personne
à  trente-huit ans

non c'est pas possible
d'accord

non on peut pas prendre une per-
"
240;"

ben premièrement c'est pareil monsieur

mème mème si elle commençait au bas de l'échelle apprentissage et tout ?

eh bien elle peut pas trouver du tout du tout de travail


elle a trente-huit ans
hm hm

quatorze ans
maintenant elle voudrait travailler
";ah bon ?;"
à  ta moi je serais patronne je prendrais pas une personne
à  trente-huit ans

non c'est pas possible
d'accord

non on peut pas prendre une per-

ah non
hm hm


alors c'est à  elle de se remettre dans sa branche de couture

ou de faire des retouches à  la maison bon soi-disant qu'elle peut pas enfin 
 bon
mais enfin quand mème pour vous dire le point de vue euh
certainement général par toute la France
à  quarante ans si vous avez pas vous pouvez plus trouver de travail si vous n'avez ri- vraiment rien de

bien défini
"
241;"
ah oui

vous vous rendez compte cette femme a qu'à  perdre son mari
bon alors faut qu'elle travaille

ah c'est dramatique


alors c'est à  elle de se remettre dans sa branche de couture

ou de faire des retouches à  la maison bon soi-disant qu'elle peut pas enfin 
 bon
mais enfin quand mème pour vous dire le point de vue euh
certainement général par toute la France
à  quarante ans si vous avez pas vous pouvez plus trouver de travail si vous n'avez ri- vraiment rien de

bien défini

ah non
hm hm

non on peut pas prendre une per-
";qu'est-ce qu'elle va faire ?;"

ah parce que mème pour entrer en usine pour entrer s- ch-
ici vous avez Sandoz vous avez euh
et puis euh
une maison de 
textiles euh
mais impossible alors il faut alors elles leur font passer un examen

bon

alors dites-moi que ces femmes de quarante ans
ah non sont pas du tout aptes
du moment qu'elles ont fait la couture qu'elles ont quand mème
cette femme-là  elle a travaillé jusqu'à  temps qu'elle se marie jusqu'à  vingt ans
elle a quand mème bien quelques certificats qu'elle a travaillé bon ah ben naturellement c'était pas sur Orléans elle était du Midi

mais enfin c'est tout de mème euh

inadmissible qu'on puisse pas trouver de travail
à  cet à¢ge-là 

en effet


et alors
nous grosse difficulté
c'est que 
le petit patron les maisons particulières
ne donnent à  peine assez de temps hein pour aller chez le coiffeur

ils veulent qu'on soit bien coiffées et tout

hm hm

alors c'est à  nous de le faire moi je vous cache pas je fais mes mes mises en pli toutes les semaines
d'oà¹
je vais à  peu près une fois par mois


 chez le coiffeur
parce que et encore j'y vais en deux fois
vous voyez cette semaine j'y suis allée
mer- euh jeudi soir

et elle m'a finie ce matin
vendredi
"
242;"

ben c'était une permanente alors il y en avait pour trois heures
alors c'est déjà 
bien gentil de sa part
elle me prend à  sept heures à  la sortie du magasin
à  huit heures j'étais là 
bon
et puis alors euh
le lendemain matin elle me termine elle re- elle nous reprend à  une heure
vous savez c'est un tout un problème


piou

alors c'est à  nous de le faire moi je vous cache pas je fais mes mes mises en pli toutes les semaines
d'oà¹
je vais à  peu près une fois par mois


 chez le coiffeur
parce que et encore j'y vais en deux fois
vous voyez cette semaine j'y suis allée
mer- euh jeudi soir

et elle m'a finie ce matin
vendredi

hm hm

et alors
nous grosse difficulté
c'est que 
le petit patron les maisons particulières
ne donnent à  peine assez de temps hein pour aller chez le coiffeur

ils veulent qu'on soit bien coiffées et tout
";puis au fait comment ça va côté heures de travail ?;"

oh bah ça remarquez neuf heures midi
deux heures sept heures c'est bien

hm

euh

ça qu'est-ce que vous voulez faut bien quand mème si on veut ètre payé faut quand mème bien assurer la présence et du travail
tandis que

mais je trouve je des fois je v- vois des anciennes euh collègues
qui sont parties
dans les grandes euh Galeries et Monoprix
elles ont du temps

hm hm

alors c'est ça voyez-vous que le plus petit commerçant fait pas assez de sacrifices de ce côté-là 

"
243;"
alors c'est ça voyez-vous que le plus petit commerçant fait pas assez de sacrifices de ce côté-là 


hm hm

euh

ça qu'est-ce que vous voulez faut bien quand mème si on veut ètre payé faut quand mème bien assurer la présence et du travail
tandis que

mais je trouve je des fois je v- vois des anciennes euh collègues
qui sont parties
dans les grandes euh Galeries et Monoprix
elles ont du temps

hm


oh bah ça remarquez neuf heures midi
deux heures sept heures c'est bien
";dans ce cas-là  ?;"

eh ben non


c'est juste

c'est un fait


enfin le le week-end euh qu'est-ce que vous avez ?


eh bien on n'a que le dimanche naturellement et le lundi matin

alors euh si on a un lundi tous les quinze jours

puis vous avez
ah bon ?

certaines maisons qui donnent euh deux jours
"
244;"

eh ben non


c'est juste

c'est un fait


oui en effet enfin il doit vous vous il ne doit pas vous rester beaucoup de temps libre

dans ce cas-là  ?

alors c'est ça voyez-vous que le plus petit commerçant fait pas assez de sacrifices de ce côté-là 


hm hm

euh

ça qu'est-ce que vous voulez faut bien quand mème si on veut ètre payé faut quand mème bien assurer la présence et du travail
tandis que

mais je trouve je des fois je v- vois des anciennes euh collègues
qui sont parties
dans les grandes euh Galeries et Monoprix
elles ont du temps
";enfin le le week-end euh qu'est-ce que vous avez ?;"

eh bien on n'a que le dimanche naturellement et le lundi matin

alors euh si on a un lundi tous les quinze jours

puis vous avez
ah bon ?

certaines maisons qui donnent euh deux jours

consécutifs
hm hm

tout ça ça dépend les 
"
245;"

eh bien on n'a que le dimanche naturellement et le lundi matin

alors euh si on a un lundi tous les quinze jours

enfin le le week-end euh qu'est-ce que vous avez ?


eh ben non


c'est juste

c'est un fait


oui en effet enfin il doit vous vous il ne doit pas vous rester beaucoup de temps libre

dans ce cas-là  ?

alors c'est ça voyez-vous que le plus petit commerçant fait pas assez de sacrifices de ce côté-là 

";ah bon ?;"
certaines maisons qui donnent euh deux jours

consécutifs
hm hm

tout ça ça dépend les 

l'ambiance
hm hm

de maison vous savez

nous parce qu'au boulot on peut pas tout avoir
on est vraiment 
maà®tre
de la situation maà®tre du magasin

bon bien vous savez nous les
que l'après-midi elle arrive il est trois heures

alors

vraiment quand mème on est si vraiment on a envie de donner un coup de collier on le donne après on est libre
on attend le client 
une heure ou deux heures sans rien faire

ah donc lorsque dans d'autres maisons quand vous avez

quelqu'un un patron sur le dos 
ou mème deux
alors c'est tout de mème euh

"
246;"
de maison vous savez

nous parce qu'au boulot on peut pas tout avoir
on est vraiment 
maà®tre
de la situation maà®tre du magasin

bon bien vous savez nous les
que l'après-midi elle arrive il est trois heures

alors

vraiment quand mème on est si vraiment on a envie de donner un coup de collier on le donne après on est libre
on attend le client 
une heure ou deux heures sans rien faire

ah donc lorsque dans d'autres maisons quand vous avez

quelqu'un un patron sur le dos 
ou mème deux
alors c'est tout de mème euh


l'ambiance
hm hm

tout ça ça dépend les 

consécutifs
hm hm

certaines maisons qui donnent euh deux jours
";enfin le dimanche par exemple ?;"

ah bien le

dimanche mon vieux
les soirées

moi maintenant que j'ai la voiture avant bon j'aimais bien

mon chez-moi
ah bon ?

alors je brodais je faisais bien des choses
et puis j'aimais bien mon intérieur

et puis maintenant que j'ai la voiture je vous cache pas c'est je m'en vais en famille
"
247;"
moi maintenant que j'ai la voiture avant bon j'aimais bien

dimanche mon vieux
les soirées


ah bien le

oh

et enfin comme- qu'est-ce que vous faites euh pendant votre temps libre
enfin le dimanche par exemple ?

de maison vous savez

nous parce qu'au boulot on peut pas tout avoir
on est vraiment 
maà®tre
de la situation maà®tre du magasin

bon bien vous savez nous les
que l'après-midi elle arrive il est trois heures

alors

vraiment quand mème on est si vraiment on a envie de donner un coup de collier on le donne après on est libre
on attend le client 
une heure ou deux heures sans rien faire

ah donc lorsque dans d'autres maisons quand vous avez

quelqu'un un patron sur le dos 
ou mème deux
alors c'est tout de mème euh

";ah bon ?;"
alors je brodais je faisais bien des choses
et puis j'aimais bien mon intérieur

et puis maintenant que j'ai la voiture je vous cache pas c'est je m'en vais en famille

toujours
hm hm

chez mes frères et soeurs

ils sont à  Orléans ou dans la



ah non en dehors
"
248;"
ceux-là 



ah non en dehors

ils sont à  Orléans ou dans la

chez mes frères et soeurs

toujours
hm hm
";ah bon ?;"
ceux avec qui je côtoie ah bah non celle d'Orléans c'est pas loin
à  y aller naturellement

oh oui et puis maintenant je crois que je pourrais plus rester


d'ailleurs j'ai eu
oui

euh 
un choc un drame de famille qui m'a

vraiment choquée alors le dimanche ça cha- c'est ça c'est fini je peux plus rester toute seule

oui

je peux vous demander euh
ce que vous avez fait dimanche dernier ?


ah ben oui dimanche dernier c'était les Rameaux alors
"
249;"
euh 
un choc un drame de famille qui m'a

vraiment choquée alors le dimanche ça cha- c'est ça c'est fini je peux plus rester toute seule

d'ailleurs j'ai eu
oui

ceux avec qui je côtoie ah bah non celle d'Orléans c'est pas loin
à  y aller naturellement

oh oui et puis maintenant je crois que je pourrais plus rester


ah bon ?

ceux-là 
";ce que vous avez fait dimanche dernier ?;"

ah ben oui dimanche dernier c'était les Rameaux alors

alors ça c'est un peu
ah

une fète 

traditionnelle hein
oui oui

alors réunion de famille il y a pas de problème
"
250;"

traditionnel ça


c'est toujours
oui

la visite au cimetière hein

et puis
oui

alors réunion de famille il y a pas de problème
";et enfin votre voiture est-ce que vous vous pensez l'utiliser pour les vacances d'été ?;"
oh oui 
oui
remarquez que pour l'instant je ne prends jamais de vacances

parce que 
je vous dis enfin quand on fait on peut pas tout faire
moi je fais des travaux j'ai

refait des appartements
oui

dans dans 

mais ça après certainement quand j'aurais fini de tout rembourser

je sais pas ce que je ferai comme vacances

mais enfin
hm hm

j'en prendrais
"
251;"
certainement
enfin ce ce

j'en prendrais

mais enfin
hm hm

dans dans 

mais ça après certainement quand j'aurais fini de tout rembourser

je sais pas ce que je ferai comme vacances

refait des appartements
oui
";l'année suivante ?;"

ah non encore dans deux ans

ah bon ?

ah oui

enfin vous avez le temps de faire des projets
oh oui 

parce que je sais pas au bout de doux de deux ans vous aurez bien mérité

oh oui surtout j'en ai jamais pris depuis treize ans que je suis là 
"
252;"

ah non encore dans deux ans

sera cette année ou
l'année suivante ?

certainement
enfin ce ce

j'en prendrais

mais enfin
hm hm
";ah bon ?;"
ah oui

enfin vous avez le temps de faire des projets
oh oui 

parce que je sais pas au bout de doux de deux ans vous aurez bien mérité

oh oui surtout j'en ai jamais pris depuis treize ans que je suis là 

jamais jamais jamais
oui écoutez écoutez

dans ce cas-là  il faudrait quelque chose de spectaculaire
"
253;"
vous avez pas de rèves
vous l'avez dit

dans ce cas-là  il faudrait quelque chose de spectaculaire

jamais jamais jamais
oui écoutez écoutez

oh oui surtout j'en ai jamais pris depuis treize ans que je suis là 

enfin vous avez le temps de faire des projets
oh oui 

parce que je sais pas au bout de doux de deux ans vous aurez bien mérité
";de voyages ?;"
ah si

ah
par exemple ?

des croisières ça je voudrais

ah

enfin la voiture ça va pas changé beaucoup

ce côté-là 
ah oui oh
"
254;"
ah si

de voyages ?

vous avez pas de rèves
vous l'avez dit

dans ce cas-là  il faudrait quelque chose de spectaculaire

jamais jamais jamais
oui écoutez écoutez
";par exemple ?;"
des croisières ça je voudrais

ah

enfin la voiture ça va pas changé beaucoup

ce côté-là 
ah oui oh

la voiture ben oui ça ne fait rien





"
255;"
on la laissera






la voiture ben oui ça ne fait rien

ce côté-là 
ah oui oh

ah

enfin la voiture ça va pas changé beaucoup
";vous la laissez au garage ?;"
oui parce que voyez-vous euh pour voyager j'aime bien ètre deux

oui

alors en voiture c'est toujours un problème euh
tandis que là  en croisière bon bah si on y va seul on arrive quand mème à  faire des connaissances

oui

et puis on a tout de mème pas le problème du du trajet
"
256;"
fois l'autre il y pense euh 

bah des
hm hm

mais je trouve que toute seule on arrive dans une ville tiens bien
on ne pense pas à  faire ceci lorsqu'à  deux

hm hm


oui assez fatigant remarquez que je donnerais jamais ma voiture à  conduire à  une autre personne
hein
premièrement

et puis 

enfin pour tout parce que je trouve que des fois on res- quand on est en voyage organisé bon ça va vous avez le guide il vous montre tout
";vous aimeriez ?;"

oh j'aimerais d'abord connaà®tre ma Fr- la France toute entière avant

oui

l'étranger me déplaà®t pas parce que premièrement
c'est bien moins cher
que de d'aller en vacances que de rester en France c'est un fait


 mais enfin quand mème euh j- j'aimerais connaà®tre toute euh toute la France avant hein

hum hum parce que y a beaucoup à  connaà®tre

oh oui

voyez-vous avant si je vous dis avant d'avoir la voiture
je faisais partie du

d'un club je 
comment dirais-je ?
je faisais quelques voyages organisés des week-ends de deux jours

alors ça c'était assez appréciable

"
257;"
hum hum parce que y a beaucoup à  connaà®tre

l'étranger me déplaà®t pas parce que premièrement
c'est bien moins cher
que de d'aller en vacances que de rester en France c'est un fait


 mais enfin quand mème euh j- j'aimerais connaà®tre toute euh toute la France avant hein

oui


oh j'aimerais d'abord connaà®tre ma Fr- la France toute entière avant


oui c'est vrai oui

est-ce que y a y a des pays des régions que 
vous aimeriez ?
";comment dirais-je ?;"
effectivement

quelquefois euh je prenais les journées de théà¢tre sur Paris

ah oui

avec les loisirs du Val de la Loire c'était
assez sympathique
mais maintenant que j'ai la voiture j'aime mieux mon indépendance 



 ah oui

si par exemple euh 

je sais pas euh
y avait une je sais pas une fée marraine qui donnait un coup de baguette et vous aviez tout de suite deux heures de loisir par jour

qu'est-ce que vous feriez ?
"
258;"
avec les loisirs du Val de la Loire c'était
assez sympathique
mais maintenant que j'ai la voiture j'aime mieux mon indépendance 


ah oui

quelquefois euh je prenais les journées de théà¢tre sur Paris

effectivement

oh oui

voyez-vous avant si je vous dis avant d'avoir la voiture
je faisais partie du

d'un club je 
comment dirais-je ?
je faisais quelques voyages organisés des week-ends de deux jours

alors ça c'était assez appréciable

";qu'est-ce que vous feriez ?;"


deux heures par jour
oà¹ vous aviez carte blanche


je ferais un tour d'horizon parce que moi j'ai quand mème beaucoup à  faire

bon mais allons 

oui 


et puis après peut-ètre dans l-

si ça se renouvelait la semaine suivante alors après je penserais à  ma petite euh
toilette
avec euh quand mème
"
259;"
lorsque là  voyez-vous j'arrive dans un magasin c'est pareil
je dis 
voilà  ce que je veux
si vous avez pas j'aime pas faire sortir d'abord je sais ce que c'est
assez

allez quand je rentre c'est que je suis sà»re d'acheter

à  moi
oui

les vitrines
à  penser

à  regarder
oui

et puis après peut-ètre dans l-

si ça se renouvelait la semaine suivante alors après je penserais à  ma petite euh
toilette
avec euh quand mème
";ah oui ?;"
ah oui ça c'est 

c'est-à -dire ça doit ètre un principe de certaines vendeuses elles doivent pas aimer
embèter les collègues

eh oui parce que vous savez ce que c'est

parce que quand le client est parti
des fois vous avez des sé- des comptes sérieux à  rendre

parce que le patron écoute vraiment toute votre vente

et si jamais on n'a pas su se défendre sur euh on n'a pas su se rattraper
ils savent bien nous le redire

ah mais c'est une chose qu'on ne pense pas hein


ah vraiment ? 



ah qu'est-ce que vous voulez le petit commerce hein le petit commerçant faut qu'il s'attache faut qu'il se tienne faut qu'il s'agrippe faut
"
260;"
parce que quand le client est parti
des fois vous avez des sé- des comptes sérieux à  rendre

parce que le patron écoute vraiment toute votre vente

et si jamais on n'a pas su se défendre sur euh on n'a pas su se rattraper
ils savent bien nous le redire

ah mais c'est une chose qu'on ne pense pas hein


eh oui parce que vous savez ce que c'est

ah oui ça c'est 

c'est-à -dire ça doit ètre un principe de certaines vendeuses elles doivent pas aimer
embèter les collègues

ah oui ?

lorsque là  voyez-vous j'arrive dans un magasin c'est pareil
je dis 
voilà  ce que je veux
si vous avez pas j'aime pas faire sortir d'abord je sais ce que c'est
assez

allez quand je rentre c'est que je suis sà»re d'acheter
";ah vraiment ? ;"
ah qu'est-ce que vous voulez le petit commerce hein le petit commerçant faut qu'il s'attache faut qu'il se tienne faut qu'il s'agrippe faut

hm hm

pour pas disparaà®tre

voilà  malheureusement si


enfin euh je vais vous parler un peu de votre voiture euh c'est quel modèle ?

ah bah c'est une Renault une 4 L
"
261;"
voilà  malheureusement si


hm hm

pour pas disparaà®tre

ah qu'est-ce que vous voulez le petit commerce hein le petit commerçant faut qu'il s'attache faut qu'il se tienne faut qu'il s'agrippe faut

ah vraiment ? 



parce que quand le client est parti
des fois vous avez des sé- des comptes sérieux à  rendre

parce que le patron écoute vraiment toute votre vente

et si jamais on n'a pas su se défendre sur euh on n'a pas su se rattraper
ils savent bien nous le redire

ah mais c'est une chose qu'on ne pense pas hein

";enfin euh je vais vous parler un peu de votre voiture euh c'est quel modèle ?;"
ah bah c'est une Renault une 4 L

ah très bien par- euh

plus récente sans doute ?


euh oui remarquez

oh ce serait à  refaire c'est pas ce c'est pas Renault je prendrais

hm hm


je prendrais Peugeot
mais enfin
"
262;"
ah bah c'est une Renault une 4 L

enfin euh je vais vous parler un peu de votre voiture euh c'est quel modèle ?

voilà  malheureusement si


hm hm

pour pas disparaà®tre

ah qu'est-ce que vous voulez le petit commerce hein le petit commerçant faut qu'il s'attache faut qu'il se tienne faut qu'il s'agrippe faut
";plus récente sans doute ?;"

euh oui remarquez

oh ce serait à  refaire c'est pas ce c'est pas Renault je prendrais

hm hm


je prendrais Peugeot
mais enfin

Peugeot était
ah bon ?

trop chère pour moi à  ce moment-là 
"
263;"

je prendrais Peugeot
mais enfin

hm hm


euh oui remarquez

oh ce serait à  refaire c'est pas ce c'est pas Renault je prendrais

ah très bien par- euh

plus récente sans doute ?

ah bah c'est une Renault une 4 L
";ah bon ?;"
trop chère pour moi à  ce moment-là 

alors le la 4 L vous avez choisi surtout pour des raisons
financières ?

oui premièrement financières et puis enfin

c'était la voiture euh pour tout travail

et qui
hm hm


alors des fois moi qui ai des petites nièces ou autres je trouve que c'est plus facile que une 4 L si elles salissent parce que

ma voiture c'est un petit salon 

alors euh j'ai dit ça c'est vite nettoyé c'est pas du tout
"
264;"
trop chère pour moi à  ce moment-là 

Peugeot était
ah bon ?


je prendrais Peugeot
mais enfin

hm hm


euh oui remarquez

oh ce serait à  refaire c'est pas ce c'est pas Renault je prendrais
";financières ?;"
oui premièrement financières et puis enfin

c'était la voiture euh pour tout travail

et qui
hm hm


alors des fois moi qui ai des petites nièces ou autres je trouve que c'est plus facile que une 4 L si elles salissent parce que

ma voiture c'est un petit salon 

alors euh j'ai dit ça c'est vite nettoyé c'est pas du tout

alors là  c'est vrai

oui c'est très pratique de ce côté-là 

oui de ce côté-là  c'est vraiment
"
265;"
voilà 

et

pratique
un coup d'aspirateur

oui de ce côté-là  c'est vraiment

alors là  c'est vrai

oui c'est très pratique de ce côté-là 
";ils sont de quel à¢ge environ ?;"
ah bah maintenant vous savez c'est qu'ils sont tous euh le plus jeune quel à¢ge il a ?

hum il a dix-sept ans

maintenant
ah bon ?


voyez-vous

mais alors ce sont les petites nièces mème si vous voulez ça

ah bon ?

j'ai des oh oui j'ai
"
266;"
c'est parti

enfin vos vos petits neveux et vos nièces euh

ils sont de quel à¢ge environ ?

voilà 

et

pratique
un coup d'aspirateur

oui de ce côté-là  c'est vraiment
";ah bah maintenant vous savez c'est qu'ils sont tous euh le plus jeune quel à¢ge il a ?;"
maintenant
ah bon ?


voyez-vous

mais alors ce sont les petites nièces mème si vous voulez ça

ah bon ?

j'ai des oh oui j'ai

des nièces des mariées
avec les autres 

et alors
ah bon ?
"
267;"
ah bah maintenant vous savez c'est qu'ils sont tous euh le plus jeune quel à¢ge il a ?

hum il a dix-sept ans

c'est parti

enfin vos vos petits neveux et vos nièces euh

ils sont de quel à¢ge environ ?

voilà 

et

pratique
un coup d'aspirateur
";ah bon ?;"

voyez-vous

mais alors ce sont les petites nièces mème si vous voulez ça

ah bon ?

j'ai des oh oui j'ai

des nièces des mariées
avec les autres 

et alors
ah bon ?

ce sont des fois les petits enfants
qui sont très heureuses de venir avec la tatate
"
268;"

voyez-vous

mais alors ce sont les petites nièces mème si vous voulez ça

maintenant
ah bon ?

ah bah maintenant vous savez c'est qu'ils sont tous euh le plus jeune quel à¢ge il a ?

hum il a dix-sept ans

c'est parti

enfin vos vos petits neveux et vos nièces euh

ils sont de quel à¢ge environ ?

voilà 
";ah bon ?;"
j'ai des oh oui j'ai

des nièces des mariées
avec les autres 

et alors
ah bon ?

ce sont des fois les petits enfants
qui sont très heureuses de venir avec la tatate

oh ben sans doute sans doute

enfin il y en a qui sont à  l'école

je suppose ?
ah oui
"
269;"
j'ai des oh oui j'ai

ah bon ?


voyez-vous

mais alors ce sont les petites nièces mème si vous voulez ça

maintenant
ah bon ?

ah bah maintenant vous savez c'est qu'ils sont tous euh le plus jeune quel à¢ge il a ?

hum il a dix-sept ans
";ah bon ?;"
ce sont des fois les petits enfants
qui sont très heureuses de venir avec la tatate

oh ben sans doute sans doute

enfin il y en a qui sont à  l'école

je suppose ?
ah oui

oui


qu'est-ce qu'il faudrait surtout à  votre avis enseigner aux enfants ?

peut-ètre des matières qui existent peut-ètre aussi des matières qui sont pas au programme

mettons que vous ètes ministre
"
270;"
oh ben sans doute sans doute

enfin il y en a qui sont à  l'école

ce sont des fois les petits enfants
qui sont très heureuses de venir avec la tatate

des nièces des mariées
avec les autres 

et alors
ah bon ?

j'ai des oh oui j'ai

ah bon ?
";je suppose ?;"
oui


qu'est-ce qu'il faudrait surtout à  votre avis enseigner aux enfants ?

peut-ètre des matières qui existent peut-ètre aussi des matières qui sont pas au programme

mettons que vous ètes ministre


ah c'est-à -dire que dans ce point de vue-là 

y a des choses qui sont à  refaire
qu'on peut pas refaire immédiatement faut le temps
qu'on peut pas faire ça en moins de cinq ans des fois

oui

certaines euh 

mais je crois que ils ont été trop lambins voyez-vous
"
271;"
oui


je suppose ?
ah oui

oh ben sans doute sans doute

enfin il y en a qui sont à  l'école

ce sont des fois les petits enfants
qui sont très heureuses de venir avec la tatate

des nièces des mariées
avec les autres 

et alors
ah bon ?
";qu'est-ce qu'il faudrait surtout à  votre avis enseigner aux enfants ?;"

ah c'est-à -dire que dans ce point de vue-là 

y a des choses qui sont à  refaire
qu'on peut pas refaire immédiatement faut le temps
qu'on peut pas faire ça en moins de cinq ans des fois

oui

certaines euh 

mais je crois que ils ont été trop lambins voyez-vous

oui


le ministre lui qu'a toutes ses toutes ses études qui a vraiment des capacités il doit bien savoir les inconvénients
"
272;"
ils savaient bien
oui enfin

qu'y avait
pourquoi tarder attendre pourquoi attendre
que les jeunes se révoltent que les jeunes une fois que la guerre est déchaà®née
moi je sais pas c'est ça que je leur reproche aux ministres

hm hm


le ministre lui qu'a toutes ses toutes ses études qui a vraiment des capacités il doit bien savoir les inconvénients

oui
";comment dirais-je ? elle est;"
pour ètre pharmacienne elle
hm hm

elle a trouvé que c'était trop rude alors maintenant elle est laborantine si vous aimez mieux les
je sais pas le nom des laboratoires

sur Paris
oui


alors euh

eh bien elle elle prétend que maintenant c'est trop partagé

ah oui ?
"
273;"

alors euh

eh bien elle elle prétend que maintenant c'est trop partagé

sur Paris
oui

elle a trouvé que c'était trop rude alors maintenant elle est laborantine si vous aimez mieux les
je sais pas le nom des laboratoires

pour ètre pharmacienne elle
hm hm

que le l'handicap moi je ne le sais pas j'ai pas suivi mes études mais ils savent bien par contre moi j'ai des nièces qui ont été

je sais pas il y en a une qu'est 

qui a fait chimie qui a fait 
comment dirais-je ? elle est

oh des

elle avait quel- commencé d'abord un départ de pharmacienne
";ah oui ?;"
voilà  c'est telle branche-ci et vous avez pas le droit de faire deux branches à  la fois

ah bon ?


alors euh 

elle elle dit que il y a des choses euh vraiment

qu'en cours de 
d'études on s'aperçoit on a fait deux ans on s'aperçoit que ça va pas aller
alors c'est fini faut s'arrèter là  avec les nouveaux principes
on a faut reprendre à  nouveau une autre branche et ça dépend suivant l'à¢ge et tout
alors elle bon elle a vingt-trois ans

bah vous savez je suppose que


hm hm

mais elle ça va elle s'en est aperçue assez tôt que le que c'était trop dur pharmacienne
bon qu'elle y arri- arriverait pas

mais y en a d'autres pour euh qui veulent s'entèter eh bien c'est un handicap

"
274;"
voilà  c'est telle branche-ci et vous avez pas le droit de faire deux branches à  la fois

ah oui ?


alors euh

eh bien elle elle prétend que maintenant c'est trop partagé

sur Paris
oui

elle a trouvé que c'était trop rude alors maintenant elle est laborantine si vous aimez mieux les
je sais pas le nom des laboratoires
";ah bon ?;"

alors euh 

elle elle dit que il y a des choses euh vraiment

qu'en cours de 
d'études on s'aperçoit on a fait deux ans on s'aperçoit que ça va pas aller
alors c'est fini faut s'arrèter là  avec les nouveaux principes
on a faut reprendre à  nouveau une autre branche et ça dépend suivant l'à¢ge et tout
alors elle bon elle a vingt-trois ans

bah vous savez je suppose que


hm hm

mais elle ça va elle s'en est aperçue assez tôt que le que c'était trop dur pharmacienne
bon qu'elle y arri- arriverait pas

mais y en a d'autres pour euh qui veulent s'entèter eh bien c'est un handicap


effectivement

est-ce que vous trouvez qu'on fait assez pour orienter ?


oui mais maintenant tout le monde est révolté qu'est-ce que vous voulez ben
ils n'arrivent plus à  
ça les surpasse
lorsqu'il aurait commencé y a cinq six ans

euh à  supprimer différentes choses ou 
à  faire modifier ça aurait été cent fois mieux que d'attendre là  alors là  que tout leur tombe ils savent plus oà¹ donner la tète
"
275;"
mais elle ça va elle s'en est aperçue assez tôt que le que c'était trop dur pharmacienne
bon qu'elle y arri- arriverait pas

mais y en a d'autres pour euh qui veulent s'entèter eh bien c'est un handicap


hm hm


alors euh 

elle elle dit que il y a des choses euh vraiment

qu'en cours de 
d'études on s'aperçoit on a fait deux ans on s'aperçoit que ça va pas aller
alors c'est fini faut s'arrèter là  avec les nouveaux principes
on a faut reprendre à  nouveau une autre branche et ça dépend suivant l'à¢ge et tout
alors elle bon elle a vingt-trois ans

bah vous savez je suppose que


ah bon ?

voilà  c'est telle branche-ci et vous avez pas le droit de faire deux branches à  la fois
";est-ce que vous trouvez qu'on fait assez pour orienter ?;"

oui mais maintenant tout le monde est révolté qu'est-ce que vous voulez ben
ils n'arrivent plus à  
ça les surpasse
lorsqu'il aurait commencé y a cinq six ans

euh à  supprimer différentes choses ou 
à  faire modifier ça aurait été cent fois mieux que d'attendre là  alors là  que tout leur tombe ils savent plus oà¹ donner la tète


oui

euh est-ce que vous avez des opinions quant au latin ?


non parce que c'est une langue universelle et je n- je la crois 
je la crois bonne

oui

mais alors euh la commencer toute petite euh à  la classe
"
