;previous_sentence;question
235;"
non non non
hm
";c'est toujours une région où on a bien vécu à Tours encore mieux n'est-ce pas ?
236;"
euh il fait bon bon
";y avait peu de problèmes n'est-ce pas ?
237;"
si vous voulez peut-être un mauvais exemple
ou un bon exemple
";au contraire n'est-ce pas ? mais
238;"
hm
";et au moment de mai alors euh qu'est-ce qu'il s'est passé ?
239;"
l- à Orléans
peu de choses très peu de choses
";ta- par d'abord Paris n'est-ce pas ? bien sûr
240;"
très très peu de choses
c'était très paisible ici
très paisible
non euh en France les points dangereux c'est les points industriels
ta- par d'abord Paris n'est-ce pas ? bien sûr
puis le nord l'est les régions industrielles

enfin où y a les problèmes beaucoup plus graves
dans l'emploi de de de vie
";hein n'est-ce pas ?
241;"
hein n'est-ce pas ?
oui


";presque rien dans l'enseignement non plus ?
242;"
oui
";est-ce que vous croyez que cela a marché ?
243;"
t- assez difficile

";ah oui ?
244;"
de quoi est-ce qu'on a parlé exactement


";dans ces réunions ?
245;"
dans ces réunions ?
";des programmes ? des
246;"
l'organisation
hm
";des pages entières qui ont été rédigées n'est-ce pas ?
247;"
l'organisation
hm
";qu'est-ce qui restera ? on ne sait guère
248;"
de l'établissement la la nourriture les programmes
les loisirs la liberté
euh les contacts le la façon de faire la classe
tout tout y a y a des
des pages entières qui ont été rédigées n'est-ce pas ?
qu'est-ce qui restera ? on ne sait guère
";et est-ce qu'il y a des résultats concrets ?
249;"
justement dans ce qu'ils ont demandé
ah non actuellement actuellement non avec le gouvernement
";ah non ? hm
250;"
que nous avons la majorité qu'il a y a
ah non ? hm
";n'est-ce pas ?
251;"
travaille
oui
";enfin y en a pas eu n'est-ce pas ?
252;"
les Jeux Olympiques oh là là
hm hm
";n'est-ce pas ? ça a été terrible
253;"
oui oui
";n'est-ce pas ?
254;"
hm
";un élan n'est-ce pas ? de dire ah bah ils font pareil à
255;"
hm
";Belgrade à ça n'est-ce pas ?
256;"
hm
";n'est-ce pas ? alors à mon âge
257;"
c'est vos Beatles qui ont lancé tous ces autres
oui oui
";n'est-ce pas ? c'est c'est venu d'Angleterre
258;"
dans la mesure justement où l'Angleterre avait
d'accord d'accord hm
";parlons des vêtements n'est-ce pas ?
259;"
oui oui


";vous n'êtes pas d'accord ?
260;"
et comme vous dites

enfin il est très difficile de décider
ce qu'ils veulent
";vous connaissez l'expression ? la baraque vous connaissez le mot baraque ?
261;"
mais bien sûr
ce qu'ils ne veulent pas
on le sait ils veulent casser la baraque
ça d'accord c'est
vous connaissez l'expression ? la baraque vous connaissez le mot baraque ?
oui oui c'est ça
c'est le mot familier pour la maison on
c'est ça oui enfin le oui oui
";mais et qu'est-ce qu'ils veulent ? ah ah hein
262;"
faire marcher la production



ils ne savent pas
";ils ne savent pas comment la faire marcher n'est-ce pas ?
263;"
c'est une parenthèse
oui
";mon opinion personnelle n'est-ce pas ? c'est que
264;"
je ne crois pas
parce qu'y a eu vous avez vu les élections tout de même
";n'est-ce pas ?
265;"
bien sûr
hm
";n'est-ce pas ? est
266;"
à
oui
";n'est-ce pas ? de latifundia de grands propriétaires et cetera
267;"
du côté de Recife je serais communiste bon

hm
";diable qu'a-t-on à y gagner ?
268;"
voyons allons

l'expérience prouve là la Tchéco 
";on le voit n'est-ce pas ? bon
269;"
si ils n'ont pas compris
hm hm
";alors qu'est-ce qu'il leur faut ?
270;"
pas de compétences particulières je vous donne l'avis d'un Français moyen hein
";le Français moyen voyez-vous ?
271;"
nous donner quelques détails personnels
enfin c'est entièrement à vous si
";oui sur quel sujet ?
272;"
ah euh

sur euh
votre famille par exemple et votre origine c'est-à-dire est-ce que vous êtes
";né à Orléans ?
273;"
et quand est-ce te
";quand est-ce que vous êtes venu à Orléans ?
274;"
oui
";voyez-vous ?
275;"
oui
";aussi ?
276;"
oui
donc euh
";et vous avez des enfants vous-même ?
277;"
j'ai deux filles
j'ai une grande fille d'un premier mariage
qui a fait une licence de sciences économiques et qui est analyste
sur ordinateur

et une deuxième
qui a eu une santé fragile et qui fait des
petites études de chimie

voilà
";et vous comptez maintenant rester à Orléans ?
278;"
et quand vous
y a t-
";c'est c'est des concerts ?
279;"
vous avez la petite carte du chemin de fer de p-
à Paris ou
";vous l'avez la petite carte verte ? vous l'avez vue
280;"
commode quoi
oui
très commode très commode d'aller à Paris et de revenir
très commode très oui
";qu'est-ce qui vous attire ?
281;"
oh mais oui tout est mort
hm hm
";Paris on vit voyez-vous ?
282;"
oui
";voyez-vous ?
283;"
en civilisation française
oui
";pourquoi ?
284;"
en civilisation française
oui
";pourquoi à votre avis madame ?
285;"
en civilisation française
oui
";pourquoi est-ce qu'un Français est toujours un être double ?
286;"
en civilisation française
oui
";à quel point de vue ?
287;"
et d'homme du Midi
hm hm
";voyez-vous ?
288;"
et d'homme du Midi
hm hm
";n'est-ce pas ?
289;"
faut des maisons confortables
voyez les Hollandais
hein voyez l'Angleterre
faut des maisons confortables

et nous sommes entre les deux toujours
moi je me sens entre les deux
";ah oui ?
290;"
ah oui ?
";oui à des vous êtes tourangeau n'est-ce pas ?
291;"
ah oui ?
";pardon ?
292;"
vous êtes tourangeau
";oui ?
293;"
oui
oui ?
";d'accord mais entre les deux France aussi ou ?
294;"
ah oui

vous avouerez que c'est une notion qui n'est pas très souvent enseignée
";n'est-ce pas ?
295;"
on n'aime pas travailler
hm
";comment va-t-on faire contre les Allemands ?
296;"
croyez-moi
oui


";voyez-vous ?
297;"
hm
";n'est-ce pas ?
298;"
hein c'est net ça
";oui à quel but après tout à quel but ?
299;"
d'échapper à ça le le
euh
";non non enfin je veux dire à quel but le travail ?
300;"
c'est ça
il se disent oui
";c'est ça ils disent n'est-ce pas ? nous n- nous ne voulons
301;"
les hippies américains alors ça c'est
hm hm
";c'est l'extrême n'est-ce pas ?
302;"
une cravate
non
";voyez-vous ?
303;"
dans nos civilisations surtout dans nos dans 
hm hm hm
enfin mondial
hm
";si vous voulez dans l- dans le monde occidental n'est-ce pas ?
304;"
changeants
changeants César l'a noté y a deux mille ans

on n'est pas on n'est pas des amis sûrs

on est on est un peu
ça euh et
";bonjour mon vieux ça va bien ? hein
305;"
bonjour mon vieux ça va bien ? hein
oui oui
";je sais pas si vous av- vous avez remarqué ça ?
306;"
oui
";est-ce que vous lisez régulièrement d'autres euh d'autres journaux d'autres revues ?
307;"
alors je lis le
le journal local bien sûr
";les nouvelles aussi n'est-ce pas ?
308;"
hm hm
";Curtius Dieu Est-Il Français ?
309;"
hm hm
";vous avez lu ça ?
310;"
oui oui
";si beaucoup qui donc ?
311;"
oui oui
";mais Dieu Est-Il Français ?
312;"
c'est excè-

oui
";mais c'est excellent n'est-ce pas ?
313;"
Figaro littéraire
hm hm


";enfin à peu près ça voyez-vous ?
314;"
je dis les goûts étaient très catholiques
vous n'avez pas ce sens du mot catholique
";en français ? c'est-à-dire euh
315;"
non non libéraux
";je crois éclectiques ?
316;"
hm hm
";ah c'est une exception n'est-ce pas ?
317;"
sociale hein
hm hm
";n'est-ce pas ? que que religieuse vraiment
318;"
oui oui
";et dans l'ouest en particulier n'est-ce pas ? Bretagne
319;"
moi je suis d'éducation
catholique comme tout le monde
comme tous les Français bon je ne pratique pas et je ne suis

j'appartiens même à l'Union Rationaliste
vous voyez
";ah oui ?
320;"
je suis à leur disposition
je reçois ici des élèves des enseignements catholiques ou privés
";comment cela s'explique ?
321;"
je voulais savoir si j'avais bien
bien compris c'est tout
";où est-ce que je lisais ça l'autre jour ?
322;"
il n'est pas croyant mais
il n'est pas content des résultats d-
que la science donne actuellement
ça ne le satisfait pas
ça recule

à mesure qu'on avance s- ça recule

oui lisez ce Fourastié il est très bien
";hein ?
323;"


hm hm
";où est-ce que vous logez ici ?
324;"
à la résidence universitaire
";bien vous êtes bien ?
325;"
bien vous êtes bien ?
";oui ?
326;"
très bien oui
vous
";vous mangez bien ?
327;"
vous mangez bien ?
";quand même ?
328;"
je vous pose ici votre euh
";vous en voulez un peu ?
329;"
dans la mesure où vous enseignez

le français 

 où vous enseignez la littérature
euh bien sûr en gros
nous enseignons surtout la littérature du seizième siècle au vingtième siècle
mais le choix des auteurs reste libre

 finalement les p- 
 les professeurs de français ont une très grande liberté hein ça 
";ah oui ?
330;"
c'est tout enfin

";enfin ça ça dure plus longtemps ou seulement ?
331;"
oh ben ça en gros ça va quand même de la

de la seconde à la terminale ce que je vous dit là
et ça toujours été un peu comme ça
";oui ?
332;"
alors ça s- je pense que c'est complètement différent
"; ici ?
333;"
on ne demande plus assez d'ailleurs

";vous croyez?
334;"
vous croyez que le fait que le lycée de la Source est
est très bien
";vous vous pensez que ça y fait beaucoup ça ?
335;"
elle n'est pas parfaite encore
et puis elle est variable suivant les établissements 
parce que ça dépend beaucoup de la personnalité du chef d'établissement
";oui ?
336;"
franchement non mais franchement
";et à l'époque c'était ?
337;"
il s'en garderait bien 

";oui ?
338;"
je crois que les différences sont très grandes oui oui
hm oui


";c'est c'est qui ou c'est quoi qui décide des choix de manuels ?
339;"
oui et c'est comme ça dans tous les
";lycées ?
340;"
lycées ?
oui
";oui ?
341;"
ça ça peut arriver
ça a moins d'importance maintenant
dans la mesure où on attache beaucoup moins d'importance aux manuels
";ah oui ?
342;"
pardon
";c'est un nouveau manuel c'est ?
343;"
hm
oui oui


";et vous croyez que les élèves apprécient beaucoup ce ce genre de manuels ils sont ?
344;"
oui oui
";comment sont les manuels en Angleterre ?
345;"
oui oui
";faits euh choisis également par l'établissement ?
346;"
euh

";par le professeur ?
347;"
oui
";à quoi sert le manuel ?
348;"
maintenant il faut reprendre les choses d'une tout autre manière
";l'égalité ?
349;"
oui ça c'est ça très difficile
";oui ?
350;"
oui de rentabilité de oui
oui c'est çà
";vous croyez que c'est valable ?
351;"
parce que finalement on
";qu'est-ce que ça veut dire utile d'abord ?
352;"
c'est pas non plus une solution
parce que vous avez beaucoup de


";euh désaccords avec les parents ou les élèves ?
353;"
euh entre les différents professeurs
";ah oui ça ça existe depuis longtemps ?
354;"
parle un peu à tour de rôle si vous voulez
oui
"; non ?
355;"
effili- 

hm rentabilité
oui rentabilité voilà
hm
";alors vous qui êtes professeur de de latin et de grec vous trouvez qu'ils ont toujours un standing ?
356;"

"; ? ah oui
357;"
qui vous prennent un texte latin et puis qui vous le lise euh

euh comme ça
";d'un enfant ?
358;"
l'état dans lequel il se sent le mieux
";est-ce que ça se passe est-ce c'est comme ça que ça se passe en France ?
359;"
comme la note de composition
pour la composition
";ah bon ?
360;"
oui

";le bac en tant que que tel ?
361;"


";demander euh qu'est-ce que vous allez en faire ?
362;"
oh ben nous personnellement on va donner ça à d'autres membres de l'équipe 

";oui non mais cette équipe elle est constituée comment ?
363;"
différentes universités en Angleterre
hm hm
"; ?
364;"
alors y a l'université de
";non ?
365;"
enfin un collège d'ensei- enfin vraiment d'enseignement supérieur
";c'est ça ?
366;"
euh dans un
";une optique technique peut-être ?
367;"
française euh
hm
";et pourquoi Orléans ?
368;"
et
";à cause du CRDP peut-être aussi non?
369;"
qui est pas trop loin de
qui était oui
";de Paris ?
370;"
enfin nous nous connaissons bien dans la mesure où nous sommes de vieux Orléanais
qui se transforme assez vite
";ah oui ?
371;"
oui oui
";c'est après qu'on est parti à Vendôme vous voyez où est Vendôme ?
372;"




";tu as des frères et des soeurs ?
373;"
non
";non ?
374;"
y a y a deux petits amis qui sont venus hier et et aujourd'hui
";ah oui ?
375;"
ils sont venus coucher

";et tu vas tu vas en classe tu vas à l'école ?
376;"
oh
";ah bon ?
377;"



 cendrier de papa


";tu l'as fait toute seul ?
378;"
hm c'est très bien
";il est où ton autre cendrier ?
379;"




";et tu l'as peint tout seule ça ?
380;"
oui elle l'a peint oui oui
";comment tu t'appelles ?
381;"
oui
";qu'est-ce tu fais d'autre ?
382;"

 à l'école j'ai fait des très jolis dessins

";des quoi ?
383;"
de très jolis dessins
de très jolis dessins
";qu'est-ce que tu dessines?
384;"
très modeste 

euh fais des petits canards
";ah oui ?
385;"
des petits canards
ah oui ?


";tu aimes les canards ?
386;"
tu aimes les canards ?
"; qu'est-ce tu veux chérie ?
387;"
à discuter à
c'est sûr


";tu veux lui montrer ?
388;"
c'est pour maman

";c'est très bien et l'autre c'était pour pour papa ?
389;"
ces deux
";et deux pour papa ?
390;"
et un seul pour
";maman ?
391;"
attention Claire s'il te plaît fais attention Claire
un portrait
";c'est des canards ?
392;"
attention Claire s'il te plaît fais attention Claire
un portrait
";le portrait ?
393;"


écoute-moi vas mettre tes chaussures
";tu veux ?
394;"
oui

";le le rôle du censeur ça consiste en quoi exactement ?
395;"
simplement
si vous avez un proviseur qui voit les choses de haut et qui ne voit que ce qui le concerne véritablement
alors le censeur a beaucoup d'initiative
";et au lycée de la Source c'est le cas ?
396;"
euh
c'est ça
";tu as attaché ?
397;"
hm

ah oui

oui c'est sûr on y était ensemble madame le censeur nous a fait tout voir
";vous l'avez vu oui ?
398;"
oui oui

c'était vraiement très très intéressant

bon y a là vous voyez 

";vous avez épuisé ?
399;"
euh de l'Education Nationale en France
je veux dire que on peut assister

à une remise en ordre progressive

sans grands heurts
";tu viens goûter ?
400;"
oui
";bien sûr enfin y a toujours il faut toujours avoir les deux points de vue n'est-ce pas ?
401;"
question
";euh vous êtes à Orléans vous dites depuis neuf mois ?
402;"
neuf mois oui
";oui alors vous n'êtes pas orléanais ?
403;"
simplement
oui
";vous êtes parisien peut-être ?
404;"
tout tranquillement
oui
";chez Renault ?
405;"
ah oui
oui votre euh toute votre carrière
";alors ?
406;"
depuis mon service militaire

après avoir fait une école d'ingénieur je suis en-
je suis arrivé chez Renault

en dix-neuf cent cinquante
et ça fait maintenant vingt ans
";hum depuis combien de temps est-ce que Renault s'est installé ici à Orléans ?
407;"
euh
pièces de très haute précision ce qui a d'ailleurs donné la vocation

de précision à l'usine d'Orléans puisque toutes les pièces que nous l- fabriquons sont des pièces de très haute précision

je me répète là

";pardon ?
408;"
j'ai dit
ah
";au sein de l'organisation Renault ?
409;"
ville
non
";quantité une qualité de main d'oeuvre suffisante à Orléans ?
410;"
non

 et euh
la main euh une
quantité une qualité de main d'oeuvre suffisante à Orléans ?
";vous m'excusez ?
411;"
oui

allô

oui

allô

";enfin je vous ai posé une question sur euh la main d'oeuvre le personnel est-ce que vous trouvez qu'à Orléans vous avez ce qu'il vous faut ?
412;"
non là au re- de ce côté nous n'avons pas de problème de main d'oeuvre
";vous formez le la main d'oeuvre sur place ?
413;"

non

jadis euh l'école une école de d'apprentissage existait parallèlement à l'usine
et depuis quelques années cette école a été

séparée de l'usine
et fait partie maintenant de

l'Education nationale et est int- installée à environ deux ou trois cents mètres euh
vers euh
vers Blois
";ah oui j'ai vu le collège technique ?
414;"

tr- euh d'une technicité assez élevée
";c'est possible ou non ?
415;"
les cours
";est-ce que c'est le cas ici ?
416;"

beaucoup de nos ouvriers euh

nous font une demande de prêt

et ma foi en fonction de ces des des qualités et puis des des possibilités de remboursement
ma foi eh bien
on peut dire que

à




cent pour cent on leur prête l'argent qu'ils demandent

c'est la forme euh
possible en France donc les un pour cent et d'autre part les prêts que la régie fait

";quels sont les modes de communication ?
417;"
le téléphone
";et cela suffit ?
418;"
mais euh les deux moyens euh enfin le moyen pratique c'est le téléphone

hm pour l'information rapide

et ou alors le courrier le courrier qui est amené soit par les PTT c'est-à-dire par euh

l'extérieur soit par le camion qui fait le la liaison chaque jour avec Billancourt

nous n'avons pas d'autres moyens de liaison

outre euh le t- les deux moyens que je viens euh de citer le téléphone ou
ou le camion nous n'avons pas d'autres moyens
";est-ce que euh vous z- qu'est-ce qu'on dit est-ce euh est-ce qu'on dit objectifs de production les ?
419;"
les objectifs nous sont fixés par Paris par euh par Billancourt
";est-ce qu'il vous reste quand même une initiative ?
420;"

c'est un degré de liberté relativement faible
";pour vous personnellement est-ce à Orléans ou Paris ?
421;"
non les é- là c'est

c'est au niveau de l'usine de locale
je sais pas on pourrait parler pour le pour l'usine du Mans de la même façon
mais c'est au niveau de l'usine
sur le plan local que vraiment se trouvent les problèmes
";peut-être de décider le nombre de services qu'il vous faut ici ?
422;"
et à l'intérieur de ce budget
j'ai la totale liberté de faire ce que je veux
";de quelle manière une organisation du type Renault diffère d'une organisation indépendante ou d'entreprise libre ?
423;"
il y a absolument aucune différence
";non ?
424;"
sur
absolument pas
";sur l'organisation ?
425;"
non absolument pas
";directeur général d'une ?
426;"

et à B- et à Paris au niveau central c'est pareil

";dans le sens des responsabilités ou les sens d'engagement ?
427;"
euh
";une entreprise privée ?
428;"
absolument
";non ?
429;"
non
";de Renault ?
430;"
oui commerciale enfin
";à quoi tient-elle ?
431;"
jusqu'à un certain point


";il faut dire le l'intérêt que vous prenez au personnel au ?
432;"
vous comprenez j'ai des exemples où c'est non
";à Renault ?
433;"
parce que vous savez que demain après-m- demain à seize heures
la direction doit recevoir les organisations syndicales

pour


oui ou non signer un accord d'entreprise


on appelle un accord d'entreprise un ensemble de textes je l'ai sous l-
";vous m'excusez ?
434;"
vous m'excusez ?
oui
";oui ?
435;"

oui ?

merci
allô
";monsieur NPERS ?
436;"
merci monsieur
";enfin si vous les connaissez ?
437;"
c'est juste à Renault
";qu'on a autorisé ouais ?
438;"
aussi maintenant
";ah bon ?
439;"
enfin on utilise en France un terme anglais je sais pas si c'est valable d'ailleurs
on appelle ça on n'a très peu de turn over

";ah quoi ?
440;"

ça c'est

";que c'est pratique que c'est possible ?
441;"
euh participation
oh je pense
";financière ou ?
442;"
y a des tas de trucs euh
ne serait-ce que pour acheter un magnétophone pour enregistrer quelqu'un
";à suggérer d'autres méthodes d'autres procédés d'autres euh ?
443;"
hm hm
bien sûr
bien sûr oui
mais on parle aussi quelquefois de l'intérêt qu'ont
euh
ou par un travailleur


 euh
au procédé

auquel il

fait part quoi il
c'est-à-dire est-ce que vous trouvez ici que les ouvriers s'intéressent à

à suggérer d'autres méthodes d'autres procédés d'autres euh ?
";vous diffuserez pas votre enregistrement au patronat français non ?
444;"
oui c'est trop gentil

hum
";personnellement ?
445;"
oui c'est trop gentil

hum
";généralement ?
446;"
j'aimerais savoir enfin j'aimerais que vous me disiez

euh en quoi consiste une journée de travail pour vous

personnellement ?

quels sont les gens que vous voyez

généralement ?
";une journée de travail pour moi ?
447;"
oui c'est cela
oui

";dans le diocèse ?
448;"
c'est cela

";vous pouvez effacer ?
449;"
maintenant le début de la phrase
";c'est plus facile ?
450;"
c'est beaucoup trop compliqué

euh


l'essentiel c'est de bien voir

comment se structure cet enseignement catholique

alors je n'ai pas parlé du plan national

mais vous avez ensuite la même chose sur le plan national

un comité national de l'enseignement catholique

qui
reprend si vous voulez

la même représentation de
tous les éléments



qui ont une part active dans la vie de l'enseignement catholique 
au niveau des Apel des AEP des maîtres des chefs d'établissement des éducateurs des aumôniers

euh

mais
tout cela
au plan national

et c'est cet organisme 
au plan national

qui a 
comme euh directeur
comme secrétaire général Monseigneur Cuminal

voilà pour nos structures internes

";est-ce que vous permettez que je pose une question ?
451;"
en ce qui concerne euh

euh les baccalauréats ou
ou
ou enfin divers euh
aspects de
de la vie
journali- euh
de tous les jours dans les écoles

";n'est-ce pas ?
452;"
vous me dites au fond
ouais
allez-vous de l'avant
oui c'est vrai
";pour pouvoir copier ?
453;"
voilà un peu votre votre question
c'est cela oui c'est cela oui


";comment se situe votre liberté ?
454;"
voilà un peu votre votre question
c'est cela oui c'est cela oui


";l'initiative pédagogique est-elle possible ?
455;"
voilà un peu votre votre question
c'est cela oui c'est cela oui


";répondra à un besoin scolaire ?
456;"
hm

";que les professeurs de l'Etat ?
457;"
euh au
hm
";contraire vous contentez-vous de suivre ?
458;"
hm hm
";reconnu ?
459;"
oui
";et l'école publique ?
460;"
mais il y a sans doute d'autres parents

qui simplement euh se trouvent
en face

de l'enseignement public et de l'enseignement libre
et il leur faut faire un choix entre 
";fait ce choix ?
461;"
hm

";choisissent-ils l'enseignement libre ou choisissent-ils l'enseignement public ?
462;"
hm

";que voulez-vous que je réponde à cela ?
463;"

";euh monsieur j'aimerais vous demander d'abord euh depuis combien de temps vous êtes à Orléans ?
464;"
orléanais
alors euh j'ai toujours été à Orléans
";vos parents sont nés ici aussi ou?
465;"
on est des vieux Orléanais
";est-ce que vous avez jamais envie d'aller ailleurs ?
466;"
non
";vinaig- vinaigrière est-ce qu'on dit ou ?
467;"
alors euh
on a
été dans le vinaigre depuis déjà t- c'est la troisième génération quoi
";et vous avez fait vos études à Orléans ?
468;"
oui
";également ?
469;"
oui jusqu'à quel âge est-ce que vous avez
";suivi ?
470;"
ouais
oui
";euh chez votre père ou ?
471;"
et voilà
";alors est-ce que c'est maintenant vous et votre frère qui dirigent ?
472;"
mais enfin 
 au départ euh c'était pas prévu comme ça c'est 

";vous aviez peut-être pensé à êt- à faire autre chose ?
473;"
quatorze dix-huit
mais la vinaigrerie
";existait avant cela ?
474;"
ça je ne peux euh
";pourquoi est-ce que le vinaigre s'établit ?
475;"
alors évidemment par la suite ça s'est clarifié
et on est devenu srtictement fabricant de vinaigre euh les tonneliers ont abandonné leur métier
des affaires ont pris de l'expansion et d'autres ont complètement disparu
si bien qu'aujourd'hui on se retrouve euh cinq sur Orléans
";est-ce que votre production euh chez Desbois a changé ?
476;"
oui
";mais en nature est-ce que vous produisez toujours le même type de vinaigre qu'il y a cent ans ?
477;"
on produit toujours le même type de vinaigre mais plus avec les même systèmes de fabrication
";pas avec les mêmes ?
478;"
et puis alors d'autre part ça prend beaucoup moins de place

si bien que dans une salle de fabrication maintenant beaucoup plus
de dimensions beaucoup moins grandes qu'autrefois on fabrique euh dix fois plus de vinaigre
";quel- quelle serait votre production annuelle ?
479;"
gravite autour de euh trois millions cinq cent mille à trois millions sept cent mille litres euh par an voyez
";et par jour est-ce combien est-ce que vous pouvez produire par jour ?
480;"
les possibili-
parce qu'on a deux appareils
";ou est-ce que votre production est plutôt limitée par les ventes que vous pouvez ?
481;"
c'est beaucoup plus souple au point de vue fabrication
";il y a longtemps déjà que vous avez changé les méthodes de production ?
482;"
tout comme ceux qui existeront dans quinze ans seront certainement encore meilleurs qu'aujourd'hui ça y a toujours du progrès
";où est-ce que vous trouvez vos débuch- vos débouchés ?
483;"
on était longtemps handicapé avec les transports
mais maitenant avec l'emballage perdu puisqu'on fait de plus en plus de plastique
euh y a plus de poids morts y a plus de retour d'emballage
alors ça nous permet maintenant d'atteindre euh toutes les distances
";est-ce que vous avez euh un chef de ser- du service des ventes ?
484;"
oui
";vos vos débouchés ?
485;"
oui
";est-ce que vous exportez ?
486;"
profession euh
ah oui oui oui
";combien de salariés ? 
487;"
puisque évidemment on travaille surtout le l'été
à la période de euh des crudités des conserves euh
";ah vous faites aussi des conserves ?
488;"
et puis y a la quand même euh les conserves faites par la ménagère
aussi parce que en France euh les ménagères font encore beaucoup de conserves euh par elles-mêmes
";comme une petite entreprise ?
489;"
euh je cherche
";monte ?
490;"
pas du tout
";non pourquoi ?
491;"
non
pourquoi parce que
je ne pense pas vu les gros qui existent déjà sur le marché
ou alors à moins euh d'arriver à une bataille terrible où on risquerait d'avoir le dessous
euh pouvoir euh le devenir

alors qu'en restant à une taille euh
où on est actuellement en progressant régulièrement
on a des chances de survivre
c'est une question d'équilibre de marché

";est-ce que vous pourriez me parler maintenant de de la source des matières premières que vous employez ?
492;"
les matières premières euh pour l'alcool
on euh c'est l'Etat
qui est notre fournisseur
puisque euh on doit l'acheter à l'Etat

ou à des distilleries agréées par l'Etat ce qui revient au même
alors là le prix est fixé par l'Etat
y a pas de discussion possible euh y a pas de remise possible quelque soit le euh qu'on soit gros ou petit on paye le même prix
quant au vin on en trouve une partie sur le marché français mais de moins en moins
si bien que l'Etat régulièrement depuis plusieurs années
nous accorde des contingents de vin du Maghreb

pour euh pouvoir fabriquer du vinaigre
";importation de vin du Maghreb est d- est donc limitée par ?
493;"
comment est-ce donc qu'on calcule comment est-ce que l'Etat calcule
";la quantité de vin ?
494;"
les le prorata de le contingent
si vous voulez de chaque fabriquant de vinaigre d'après les chiffres fournis par le syndicat national
de basé sur les sorties de sur les ventes de l'année précédente

alors euh on totalise y a tant de millier- tant de milliers de d'hecto- enfin de millions de litres de vinaigre vendus
euh chacun touche le prorata de ses ventes propres sur ce quota-là
";et pourquoi est-ce que donc que pas facile de trouver le supplément le complément en France ?
495;"
ça ça fait parti des mystères de

des ministères
";un moyen de de limiter quelque peu la production de vinaigre donc semble-t-il ?
496;"
qu'est-ce que cela veut dire assimilé à la distile-
";à la distillerie ?
497;"
alors à ce moment-là on trouvait du vin euh
dans les mêmes conditions que les distillateurs

alors nous comme on a des prix bloqués
depuis fort longtemps il est certain qu'on ne peut pas acheter au dessus de nos prix de revient c'est pas possible ou alors on va à la ruine

alors on peut donc pas dépasser un un prix plafond qui
mais qui est pas un rapport avec les prix du vin de consommation

";euh trouvez des difficultés ?
498;"
ah non non pas du tout non non non non pas du tout parce que nos difficultés
qui ont une euh proportion donnée à notre échelle
euh s- sont proportionnellement euh beaucoup plus importantes pour une grosse entreprise
ils ont exactement les mêmes problèmes que nous
";comme euh certains autres semblent sentir ?
499;"
euh dans notre profession euh non y a eu de la concentration dans notre profession il y a certain que euh la Générale Alimentaire qui regroupe maintenant euh en particulier Dessau
et qui représente à peu près quarante-cinq pourcents de du marché du vinaigre
mais
il n'empèche que on est encore un certain nombre euh d'entreprises moyennes
à vivre euh
à pouvoir vivre à côté
et
y a pas de pressions si vous voulez coté 
 gros la Générale Alimentaire qui qui représente le le gros bloc euh
de fabrication du vinaigre

";d'employés de bureau avez-vous pour votre entreprise ?
500;"
au bureau

";et cela vous suffit ?
501;"
mais du fait qu'on ne fait que du gros euh
ça demande pas beaucoup de travail de bureau
";euh est-ce qu'il y a des pressions syndicales ?
502;"
hm

";euh exercent une pression sur vous ?
503;"
alors là qui sont signées directement par le syndicat national qui nous représente
";et en quoi consistent ces conventions collectives ?
504;"
euh bah les 
 les conventions collectives ce sont les conventions particulières que chaque profession signe avec les syndicats
pour améliorer
les l- le cadre social euh légal
alors ça consiste en augmentation de
de salaire parfois en amélioration de conditions du travail
en retraite complémentaire en congés payés supplémentaires
euh enfin euh j'en oublie certainement mais vous voyez c'est c'est des améliorations euh sur ce qui est déjà acquis et sur ce qui est légal officiel
";quel quel est le groupement auquel vous part- vous appartenez ?
505;"
oui
voyez

 
";en général ?
506;"
mais évidemment

les choses évoluent tellement vite que

vous savez
";d'aujourd'hui ?
